trace_number,start_log_moves,start_model_moves,A-Create-Application_log_moves,A-Create-Application_model_moves,A-Submitted_log_moves,A-Submitted_model_moves,W-Handle-leads-schedule_log_moves,W-Handle-leads-schedule_model_moves,W-Handle-leads-start_log_moves,W-Handle-leads-start_model_moves,W-Handle-leads-suspend_log_moves,W-Handle-leads-suspend_model_moves,W-Handle-leads-resume_log_moves,W-Handle-leads-resume_model_moves,None_log_moves,None_model_moves,W-Handle-leads-complete_log_moves,W-Handle-leads-complete_model_moves,W-Complete-application-schedule_log_moves,W-Complete-application-schedule_model_moves,A-Concept_log_moves,A-Concept_model_moves,W-Complete-application-start_log_moves,W-Complete-application-start_model_moves,W-Shortened-completion-schedule_log_moves,W-Shortened-completion-schedule_model_moves,W-Shortened-completion-start_log_moves,W-Shortened-completion-start_model_moves,W-Shortened-completion-suspend_log_moves,W-Shortened-completion-suspend_model_moves,A-Accepted_log_moves,A-Accepted_model_moves,W-Complete-application-suspend_log_moves,W-Complete-application-suspend_model_moves,W-Complete-application-resume_log_moves,W-Complete-application-resume_model_moves,O-Cancelled_log_moves,O-Cancelled_model_moves,O-Create-Offer_log_moves,O-Create-Offer_model_moves,O-Sent-mail-and-online_log_moves,O-Sent-mail-and-online_model_moves,O-Created_log_moves,O-Created_model_moves,W-Complete-application-complete_log_moves,W-Complete-application-complete_model_moves,W-Call-after-offers-schedule_log_moves,W-Call-after-offers-schedule_model_moves,W-Call-after-offers-start_log_moves,W-Call-after-offers-start_model_moves,A-Complete_log_moves,A-Complete_model_moves,W-Call-after-offers-resume_log_moves,W-Call-after-offers-resume_model_moves,W-Call-after-offers-ate-abort_log_moves,W-Call-after-offers-ate-abort_model_moves,W-Call-after-offers-suspend_log_moves,W-Call-after-offers-suspend_model_moves,O-Returned_log_moves,O-Returned_model_moves,W-Validate-application-start_log_moves,W-Validate-application-start_model_moves,A-Validating_log_moves,A-Validating_model_moves,W-Validate-application-suspend_log_moves,W-Validate-application-suspend_model_moves,W-Validate-application-resume_log_moves,W-Validate-application-resume_model_moves,W-Validate-application-ate-abort_log_moves,W-Validate-application-ate-abort_model_moves,W-Call-incomplete-files-schedule_log_moves,W-Call-incomplete-files-schedule_model_moves,W-Call-incomplete-files-start_log_moves,W-Call-incomplete-files-start_model_moves,A-Incomplete_log_moves,A-Incomplete_model_moves,W-Call-incomplete-files-suspend_log_moves,W-Call-incomplete-files-suspend_model_moves,W-Call-incomplete-files-ate-abort_log_moves,W-Call-incomplete-files-ate-abort_model_moves,A-Denied_log_moves,A-Denied_model_moves,O-Refused_log_moves,O-Refused_model_moves,W-Validate-application-complete_log_moves,W-Validate-application-complete_model_moves,W-Validate-application-schedule_log_moves,W-Validate-application-schedule_model_moves,end_log_moves,end_model_moves,W-Call-after-offers-complete_log_moves,W-Call-after-offers-complete_model_moves,W-Handle-leads-withdraw_log_moves,W-Handle-leads-withdraw_model_moves,W-Assess-potential-fraud-schedule_log_moves,W-Assess-potential-fraud-schedule_model_moves,W-Assess-potential-fraud-start_log_moves,W-Assess-potential-fraud-start_model_moves,W-Assess-potential-fraud-suspend_log_moves,W-Assess-potential-fraud-suspend_model_moves,W-Assess-potential-fraud-resume_log_moves,W-Assess-potential-fraud-resume_model_moves,W-Handle-leads-ate-abort_log_moves,W-Handle-leads-ate-abort_model_moves,W-Complete-application-ate-abort_log_moves,W-Complete-application-ate-abort_model_moves,W-Call-after-offers-withdraw_log_moves,W-Call-after-offers-withdraw_model_moves,W-Call-incomplete-files-resume_log_moves,W-Call-incomplete-files-resume_model_moves,case:throughput_time
771,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,1,0,,,,,,,,,0 days 07:43:10.939257966
772,0,0,0,0,,,,,,,,,,,0,33,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,4 days 04:27:21.516641021
773,0,0,0,0,,,,,,,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 12:47:43
774,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0 days 09:12:53
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1 days 19:46:27
776,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 06:01:17
777,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 06:27:39
778,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,1,0,,,,,,,,,0 days 12:32:53.257453746
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,1 days 15:25:25
78,0,0,0,0,0,0,0,0,,,,,,,0,14,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,1 days 09:39:21
780,0,0,0,0,0,0,0,0,,,,,,,0,28,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,5,0,2 days 14:10:02.560595822
781,0,0,0,0,0,0,0,0,,,,,,,0,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,0,0,0,0,,,1 days 03:51:14
782,0,0,0,0,0,0,0,0,,,,,,,0,19,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,0,0,,,1 days 07:14:13
783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,1,0,1 days 22:06:59.973817405
784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0 days 19:41:10
785,0,0,0,0,0,0,0,0,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0 days 16:57:34
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 16:00:18.549409723
787,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 07:30:43
788,0,0,0,0,,,,,,,,,,,0,20,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1 days 01:36:57
789,0,0,0,0,0,0,0,0,,,,,,,0,17,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,0,0,,,,,,,,,,,0,0,,,,,1 days 03:49:25
79,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,,,,,,,,,,,0 days 07:27:16.118738347
790,0,0,0,0,,,,,,,,,,,0,16,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,1 days 07:37:47
791,0,0,0,0,,,,,,,,,,,0,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,1 days 04:05:58
792,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,1,0,,,,,,,,,0 days 11:00:06.750600898
793,0,0,0,0,0,0,0,0,,,,,,,0,15,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,0,0,,,,,1 days 06:31:19
794,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0 days 09:32:38
795,0,0,0,0,0,0,0,0,,,,,,,0,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1 days 12:28:16
796,0,0,0,0,,,,,,,,,,,0,21,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,0,,,,,1 days 12:15:50.920286464
797,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 07:22:12
798,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 07:25:35
799,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0 days 10:47:42
8,0,0,0,0,0,0,0,0,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0 days 12:23:32
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,0,0,0,0,3 days 07:52:38
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,,,,,,,1 days 13:08:54
801,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0 days 08:50:29
802,0,0,0,0,,,,,,,,,,,0,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1 days 04:42:16
803,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 06:48:45.684698116
804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,1,0,,,,,,,,,0 days 15:49:50.934587069
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,0,0,,,,,,,1 days 11:36:07
806,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0 days 09:48:07
807,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 06:52:45.039185467
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,0 days 15:01:03.001357886
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,2 days 16:00:54.733243734
81,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 04:48:50.326912972
810,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0 days 07:58:52.090504600
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1 days 20:35:28
812,0,0,0,0,,,,,,,,,,,0,18,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,1 days 01:51:38
813,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,,,,,,,,,,,0 days 06:22:32.861913570
814,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,0 days 06:36:52
815,0,0,0,0,,,,,,,,,,,0,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,1 days 04:36:57
816,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 08:36:10
817,0,0,0,0,0,0,0,0,,,,,,,0,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,0,0,0,0,,,1 days 14:35:12
818,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0 days 07:36:23.109303326
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,2 days 04:17:47.203421787
82,0,0,0,0,,,,,,,,,,,0,23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1 days 12:53:04.415707023
820,0,0,0,0,0,0,0,0,,,,,,,0,45,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,9,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,0,0,0,0,4,0,4 days 04:53:22.597031023
821,0,0,0,0,,,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,0 days 06:45:31
822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,0,0,,,0,0,,,1 days 13:11:00
823,0,0,0,0,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,0 days 04:44:10
824,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,1,0,,,,,,,,,0 days 05:20:24.629856705
825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,0 days 13:02:06.338693841
826,0,0,0,0,0,0,0,0,,,,,,,0,18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,0,0,,,,,1 days 08:08:49
827,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 08:19:18
828,0,0,0,0,0,0,0,0,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,,,,,,,,,,,0 days 07:47:37.374465369
829,0,0,0,0,0,0,0,0,,,,,,,0,14,,,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,0,0,0,0,,,1 days 07:06:53
83,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 05:47:08
830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,0 days 20:38:59
831,0,0,0,0,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 08:07:54
832,0,0,0,0,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,,,,,,,,,0 days 05:44:17.887533909
833,0,0,0,0,0,0,0,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,1,1,0,,,,,,,,,0 days 08:22:50.926913195
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 23:35:38
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,0,0,0,0,,,,,2 days 21:37:59
836,0,0,0,0,,,,,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 11:17:50
837,0,0,0,0,,,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0 days 07:58:58
838,0,0,0,0,,,,,,,,,,,0,27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,0,0,,,,,2 days 04:45:31.293309171
